     i	           x	          dx
   823	  1.31934417	  0.07861288
   824	  1.32298784	  0.08395461
   825	  1.32901929	  0.12358467
   826	  1.33948869	  0.10302428
   827	  1.30596427	  0.07073638
   828	  1.30264616	  0.06323847
   829	  1.28905665	  0.10477827
   830	  1.32619664	  0.03858140
   831	  1.26998035	  0.04331922
   832	  1.31880377	  0.08780293
   833	  1.36122942	  0.09678482
   834	  1.28085289	  0.05959002
   835	  1.29489149	  0.08136771
   836	  1.33385974	  0.05655279
   837	  1.23697938	  0.09838459
   838	  1.30443699	  0.05413467
   839	  1.30585450	  0.05002589
   840	  1.34458575	  0.16368731
   841	  1.29836122	  0.09181364
   842	  1.24341733	  0.08530750
   843	  1.15107196	  0.08413608
   844	  1.32591497	  0.07479401
   845	  1.34145519	  0.07441191
   846	  1.33026220	  0.04953181
   847	  1.26898124	  0.05991697
   848	  1.31013610	  0.05834635
   849	  1.29669996	  0.05569830
   850	  1.31597997	  0.09668690
   851	  1.28002284	  0.07880063
   852	  1.23480238	  0.06657834
   853	  1.31976896	  0.06240371
   854	  1.40597944	  0.05446926
   855	  1.30582442	  0.06488114
   856	  1.35398269	  0.06665905
   857	  1.28753653	  0.08297775
   858	  1.34526513	  0.06957137
   859	  1.28543350	  0.09523154
   860	  1.26161370	  0.08748898
   861	  1.31349874	  0.07369777
   862	  1.29147537	  0.07559120
   863	  1.24452077	  0.05456461
   864	  1.37370572	  0.07259642
   865	  1.36921709	  0.04012509
   866	  1.43780410	  0.08251653
   867	  1.46666222	  0.17783668
   868	  1.32988739	  0.08625218
   869	  1.29826201	  0.10525609
   870	  1.34964742	  0.08554996
   871	  1.31646373	  0.08041925
   872	  1.22281940	  0.09920432
   873	  1.26666997	  0.11058685
   874	  1.29100824	  0.09656668
   875	  1.30890662	  0.08437080
   876	  1.32535645	  0.06783774
   877	  1.27424487	  0.05942177
   878	  1.26185261	  0.08166077
   879	  1.23003254	  0.07352950
   880	  1.28697073	  0.07464212
   881	  1.35168136	  0.05293474
   882	  1.28312013	  0.07094792
   883	  1.20543946	  0.12557518
   884	  1.23740914	  0.06926280
   885	  1.32039260	  0.09543219
   886	  1.35057084	  0.06830934
   887	  1.26665321	  0.08347320
   888	  1.33360308	  0.07957371
   889	  1.28606584	  0.07258615
   890	  1.31536822	  0.06548626
   891	  1.32573275	  0.06782307
   892	  1.28526187	  0.05721916
   893	  1.32592573	  0.06941641
   894	  1.33498229	  0.05416042
   895	  1.33327240	  0.05944895
   896	  1.31851072	  0.06106375
   897	  1.30340989	  0.07778990
   898	  1.24875683	  0.06868184
   899	  1.23542275	  0.06882567
   900	  1.30071218	  0.06055625
   901	  1.20133031	  0.07675636
   902	  1.32473124	  0.11274509
   903	  1.38041547	  0.07149533
   904	  1.34511702	  0.05047180
   905	  1.27608382	  0.06487920
   906	  1.16247726	  0.06198850
   907	  1.27881067	  0.12507773
   908	  1.35612010	  0.10456503
   909	  1.28257744	  0.10146953
   910	  1.33754581	  0.03768063
   911	  1.35023476	  0.05857796
   912	  1.29562432	  0.09513548
   913	  1.35117830	  0.07915844
   914	  1.35181895	  0.05247271
   915	  1.43964205	  0.08510863
   916	  1.37325958	  0.07087839
   917	  1.23901526	  0.06313326
   918	  1.29168914	  0.07208851
   919	  1.28007527	  0.08141848
   920	  1.32321578	  0.09039229
   921	  1.30868938	  0.09805405
   922	  1.28507612	  0.07043233
   923	  1.38640920	  0.07790619
   924	  1.28149659	  0.07907998
   925	  1.29033825	  0.08278536
   926	  1.27816080	  0.08386191
   927	  1.26558485	  0.06220940
   928	  1.35740076	  0.07884502
   929	  1.33341509	  0.10697171
   930	  1.31407814	  0.06519841
   931	  1.32734451	  0.06846834
   932	  1.32706454	  0.06161124
   933	  1.31908413	  0.09548169
   934	  1.32721682	  0.06104395
   935	  1.27521880	  0.05806176
   936	  1.26512354	  0.05706562
   937	  1.31407459	  0.10203587
   938	  1.32117498	  0.05376512
   939	  1.24434289	  0.05012486
   940	  1.31591211	  0.06768208
   941	  1.31237645	  0.09436925
   942	  1.24113586	  0.08498902
   943	  1.27563171	  0.04952653
   944	  1.26723817	  0.06366793
   945	  1.37251452	  0.06138119
   946	  1.35412819	  0.06511656
   947	  1.34163932	  0.07970242
   948	  1.29183796	  0.08867791
   949	  1.32516717	  0.06748273
   950	  1.20377737	  0.04569214
   951	  1.34291418	  0.05937813
   952	  1.23679329	  0.07059540
   953	  1.36812735	  0.05866656
   954	  1.30438356	  0.05870593
   955	  1.30184323	  0.10475113
   956	  1.30707697	  0.10997058
   957	  1.35759277	  0.05804691
   958	  1.30871448	  0.07261930
   959	  1.28527094	  0.06899505
   960	  1.21043828	  0.05737050
   961	  1.28358089	  0.08457102
   962	  1.29757621	  0.08048434
   963	  1.26035741	  0.09147119
   964	  1.31972528	  0.12211104
   965	  1.23335317	  0.07456840
   966	  1.28440901	  0.07195891
   967	  1.31350107	  0.07605291
   968	  1.31022699	  0.07298125
   969	  1.32545927	  0.06536390
   970	  1.37543870	  0.06208627
   971	  1.33662193	  0.06631643
   972	  1.39735761	  0.13932120
   973	  1.24328202	  0.07663299
   974	  1.30491923	  0.06250863
   975	  1.35752177	  0.13099912
   976	  1.32722890	  0.06941534
   977	  1.34325877	  0.05670661
   978	  1.35004870	  0.04505572
   979	  1.36801410	  0.07140072
   980	  1.32550667	  0.08276395
   981	  1.15923001	  0.08791442
   982	  1.35900426	  0.06826041
   983	  1.48057463	  0.08086905
   984	  1.40921548	  0.06047325
   985	  1.36235418	  0.04937665
   986	  1.29764934	  0.07572174
   987	  1.26824984	  0.06029874
   988	  1.35904437	  0.06707305
   989	  1.37824915	  0.05958522
   990	  1.40097738	  0.08610827
   991	  1.32214553	  0.07535494
   992	  1.24754029	  0.07569825
   993	  1.29368303	  0.09442180
   994	  1.28924663	  0.04871744
   995	  1.26459883	  0.06748270
   996	  1.33603334	  0.05178466
   997	  1.32903246	  0.05279109
   998	  1.37998801	  0.06810282
   999	  1.26725115	  0.08285502
  1000	  1.33340475	  0.04317574
  1001	  1.36778943	  0.06829705
  1002	  1.25205590	  0.08417475
  1003	  1.27586767	  0.11752691
  1004	  1.33918420	  0.06478836
  1005	  1.20575555	  0.09195733
  1006	  1.31713753	  0.04355625
  1007	  1.32362526	  0.07347769
  1008	  1.26232742	  0.06174381
  1009	  1.27359136	  0.09091007
  1010	  1.24027484	  0.08003150
  1011	  1.25587448	  0.05844125
  1012	  1.31936452	  0.08907887
  1013	  1.34245674	  0.06703067
  1014	  1.24523006	  0.08220924
  1015	  1.28375845	  0.12606731
  1016	  1.18129151	  0.13342417
  1017	  1.35231008	  0.08952062
  1018	  1.36043513	  0.08327314
  1019	  1.23484204	  0.08208009
  1020	  1.32508543	  0.09135705
  1021	  1.38278349	  0.06467556
  1022	  1.40795755	  0.06411693
  1023	  1.24632416	  0.08146839
  1024	  1.32782566	  0.08673824
  1025	  1.27725252	  0.03978517
  1026	  1.28005540	  0.04537275
  1027	  1.29410203	  0.06628414
  1028	  1.33189541	  0.07383419
  1029	  1.26823477	  0.10041160
  1030	  1.36853397	  0.07215375
  1031	  1.44821095	  0.11314342
  1032	  1.29422107	  0.06103307
  1033	  1.29944268	  0.08085604
  1034	  1.32147122	  0.06156688
  1035	  1.37146035	  0.05332405
  1036	  1.32100064	  0.04646402
  1037	  1.35773276	  0.06427445
  1038	  1.32710474	  0.09495702
  1039	  1.30002377	  0.09077892
  1040	  1.34931045	  0.05535357
  1041	  1.31544026	  0.05682590
  1042	  1.29852102	  0.09271622
  1043	  1.39462294	  0.06420040
  1044	  1.34354154	  0.06948590
  1045	  1.28653084	  0.05979238
  1046	  1.26782980	  0.09384078
  1047	  1.32925289	  0.07857808
  1048	  1.35229042	  0.07507742
  1049	  1.32655370	  0.07291047
  1050	  1.27703327	  0.06184522
  1051	  1.26189515	  0.06174825
  1052	  1.31892395	  0.06468395
  1053	  1.32032627	  0.07086775
  1054	  1.46079649	  0.08043007
  1055	  1.29647767	  0.05993457
  1056	  1.26844718	  0.07888710
  1057	  1.31651994	  0.07972558
  1058	  1.35018022	  0.06151622
  1059	  1.28079231	  0.05742362
  1060	  1.28454683	  0.04984092
  1061	  1.31286396	  0.04846545
  1062	  1.31348358	  0.09645997
  1063	  1.32379557	  0.05417043
  1064	  1.39939925	  0.05901460
  1065	  1.31430887	  0.05478385
  1066	  1.32321171	  0.03982641
  1067	  1.28399400	  0.05526974
  1068	  1.25516697	  0.05504344
  1069	  1.29170430	  0.04971079
  1070	  1.25571011	  0.07105736
  1071	  1.29906940	  0.05742067
  1072	  1.25787121	  0.05237023
  1073	  1.34901629	  0.05854247
  1074	  1.32067424	  0.09686052
  1075	  1.31759609	  0.05298050
  1076	  1.39891872	  0.07221121
  1077	  1.31965947	  0.08165056
  1078	  1.26427035	  0.05746897
  1079	  1.22808444	  0.06115684
  1080	  1.34748087	  0.06439393
  1081	  1.32635716	  0.09037793
  1082	  1.24790186	  0.05136100
  1083	  1.32830902	  0.08164363
  1084	  1.27389180	  0.08276037
  1085	  1.29110740	  0.06480485
  1086	  1.34909270	  0.08200107
  1087	  1.22650563	  0.07945833
  1088	  1.34960482	  0.07000630
  1089	  1.37551037	  0.06506064
  1090	  1.28162476	  0.07649640
  1091	  1.30363198	  0.06979823
  1092	  1.35427941	  0.06970601
  1093	  1.36468381	  0.06691732
  1094	  1.27602502	  0.11283282
  1095	  1.34971243	  0.09698200
  1096	  1.28936128	  0.06724911
  1097	  1.25759654	  0.10104241
  1098	  1.30593014	  0.10104381
  1099	  1.36706181	  0.12659542
  1100	  1.30982912	  0.07448456
  1101	  1.33026391	  0.08287887
  1102	  1.30956891	  0.05180259
  1103	  1.32018539	  0.04707417
  1104	  1.39226029	  0.05370618
  1105	  1.35863603	  0.05626273
  1106	  1.27321604	  0.11116125
  1107	  1.37634589	  0.09123853
  1108	  1.36124174	  0.07311920
  1109	  1.33680682	  0.06437615
  1110	  1.30572813	  0.05069939
  1111	  1.27184814	  0.04867667
  1112	  1.34173295	  0.07397253
  1113	  1.22912941	  0.10927236
  1114	  1.16460341	  0.07246655
  1115	  1.29739799	  0.09015845
  1116	  1.30707708	  0.05664764
  1117	  1.34645361	  0.08685036
  1118	  1.21838270	  0.05538796
  1119	  1.29376157	  0.05289921
  1120	  1.28340952	  0.05762424
  1121	  1.34758441	  0.07618065
  1122	  1.34721637	  0.05421638
  1123	  1.34960858	  0.08267926
  1124	  1.30089257	  0.05705853
  1125	  1.19542606	  0.09617401
  1126	  1.25679820	  0.06239539
  1127	  1.25315988	  0.07838784
  1128	  1.32255930	  0.06153006
  1129	  1.23534005	  0.08884068
  1130	  1.26668684	  0.06992141
  1131	  1.33048843	  0.05822069
  1132	  1.37107145	  0.10950316
  1133	  1.35306121	  0.06242040
  1134	  1.27299745	  0.06234816
  1135	  1.25542193	  0.08242351
  1136	  1.39518297	  0.06726329
  1137	  1.36135480	  0.07436922
  1138	  1.34090110	  0.18192249
  1139	  1.33404154	  0.10176846
  1140	  1.31084995	  0.09313287
  1141	  1.32954075	  0.06132579
  1142	  1.22949903	  0.07332180
  1143	  1.22418138	  0.12462596
  1144	  1.31614979	  0.07348725
  1145	  1.33622300	  0.04395081
  1146	  1.23534499	  0.08849723
  1147	  1.25980177	  0.06187332
  1148	  1.35330907	  0.06539621
  1149	  1.33488536	  0.12140737
  1150	  1.21452054	  0.05675670
  1151	  1.27582988	  0.05913809
  1152	  1.28648580	  0.08655594
  1153	  1.35929368	  0.07456763
  1154	  1.25188068	  0.08965805
  1155	  1.29285851	  0.05961310
  1156	  1.32607765	  0.07901882
  1157	  1.31307180	  0.08334603
  1158	  1.30099352	  0.06737462
  1159	  1.22500891	  0.08684010
  1160	  1.30094740	  0.10603251
  1161	  1.26965503	  0.10678952
  1162	  1.32540943	  0.05543161
  1163	  1.33205880	  0.05110184
  1164	  1.27371030	  0.06437766
  1165	  1.29893820	  0.07198110
  1166	  1.34418697	  0.07540982
  1167	  1.29393032	  0.05975649
  1168	  1.28041911	  0.06383832
  1169	  1.26390165	  0.08554478
  1170	  1.27529110	  0.06609046
  1171	  1.33204347	  0.11306117
  1172	  1.31166517	  0.05201349
  1173	  1.34847962	  0.09397603
  1174	  1.29056001	  0.04267966
  1175	  1.30675783	  0.08836826
  1176	  1.29805583	  0.08896264
  1177	  1.35142692	  0.05103512
  1178	  1.28563848	  0.07618026
  1179	  1.27070504	  0.11080121
  1180	  1.31033054	  0.06028773
  1181	  1.36284711	  0.04382304
  1182	  1.25582705	  0.05817993
  1183	  1.33930833	  0.03762610
  1184	  1.36859935	  0.10452082
  1185	  1.28573829	  0.07932902
  1186	  1.32738613	  0.05569189
  1187	  1.32519615	  0.08130038
  1188	  1.33901094	  0.06977356
  1189	  1.19435406	  0.11630304
  1190	  1.34024159	  0.06801171
  1191	  1.38114748	  0.05930066
  1192	  1.24479041	  0.10122010
  1193	  1.27050229	  0.08915326
  1194	  1.29504304	  0.07611283
  1195	  1.36068334	  0.06002208
  1196	  1.24386792	  0.08874473
  1197	  1.35829970	  0.05206278
  1198	  1.36705030	  0.05935372
  1199	  1.32173374	  0.10142527
  1200	  1.24786871	  0.06149908
  1201	  1.23277883	  0.07192031
  1202	  1.23306810	  0.06514119
  1203	  1.22357044	  0.08442259
  1204	  1.35526378	  0.06620516
  1205	  1.25919114	  0.04972085
  1206	  1.29095494	  0.08707533
  1207	  1.27117602	  0.12103257
  1208	  1.36305749	  0.07135508
  1209	  1.39989343	  0.09905682
  1210	  1.38257419	  0.07850176
  1211	  1.25164905	  0.10185825
  1212	  1.26105615	  0.07054012
  1213	  1.31576620	  0.06358199
  1214	  1.30052241	  0.08420583
  1215	  1.35467409	  0.07173459
  1216	  1.27706088	  0.09505453
  1217	  1.18020233	  0.04974015
  1218	  1.29118581	  0.08197627
  1219	  1.28371405	  0.09819296
  1220	  1.40284804	  0.10979971
  1221	  1.22917915	  0.07550246
  1222	  1.31027226	  0.13974825
  1223	  1.34110578	  0.08078943
  1224	  1.34673167	  0.04826854
  1225	  1.31469210	  0.06227147
  1226	  1.20476929	  0.11365157
  1227	  1.39333712	  0.07560117
  1228	  1.36820049	  0.08648863
  1229	  1.22772844	  0.12685477
  1230	  1.36690908	  0.08533455
  1231	  1.35982149	  0.07512871
  1232	  1.29389755	  0.08608374
  1233	  1.28262080	  0.09813039
  1234	  1.22949020	  0.07799447
  1235	  1.34259671	  0.05275218
  1236	  1.18913689	  0.08513815
  1237	  1.26656764	  0.08544556
  1238	  1.40314601	  0.07720900
  1239	  1.32241130	  0.04989028
  1240	  1.31432269	  0.11453199
  1241	  1.11611510	  0.06429157
  1242	  1.29835504	  0.06139848
  1243	  1.30573248	  0.05004323
  1244	  1.32101669	  0.07486580
  1245	  1.28322842	  0.08758448
  1246	  1.36956603	  0.09456098
  1247	  1.23306174	  0.07243323
  1248	  1.30555476	  0.05890816
  1249	  1.42401144	  0.05866987
  1250	  1.28222650	  0.05565765
  1251	  1.26205249	  0.09146731
  1252	  1.34751513	  0.05998260
  1253	  1.29071034	  0.05909359
  1254	  1.36143988	  0.09661268
  1255	  1.28903983	  0.08146434
  1256	  1.37777852	  0.10093222
  1257	  1.32955993	  0.08030355
  1258	  1.24153452	  0.08022036
  1259	  1.29063687	  0.05171279
  1260	  1.33979080	  0.09872524
  1261	  1.20468816	  0.07736161
  1262	  1.30316533	  0.07334361
  1263	  1.38740456	  0.08957127
  1264	  1.33967284	  0.08907135
  1265	  1.30755924	  0.08052922
  1266	  1.28185981	  0.06266427
  1267	  1.44467777	  0.08328711
  1268	  1.32579769	  0.05627135
  1269	  1.32289423	  0.08267860
  1270	  1.36062663	  0.07210910
  1271	  1.36318082	  0.07080770
  1272	  1.31718674	  0.05435484
  1273	  1.27307397	  0.08646842
  1274	  1.22050927	  0.08096538
  1275	  1.27048890	  0.10399369
  1276	  1.34110859	  0.08498618
  1277	  1.34113480	  0.09854864
  1278	  1.27352671	  0.06452113
  1279	  1.32733095	  0.08457178
  1280	  1.23402664	  0.08009352
  1281	  1.23880676	  0.07096866
  1282	  1.31460148	  0.05290528
  1283	  1.32043373	  0.08811959
  1284	  1.32215663	  0.05981363
  1285	  1.29998930	  0.05976248
  1286	  1.38374825	  0.11968951
  1287	  1.30298670	  0.06729702
  1288	  1.35199451	  0.09571791
  1289	  1.31225705	  0.06493616
  1290	  1.34932118	  0.08674423
  1291	  1.30511925	  0.12701667
  1292	  1.19524599	  0.06084181
  1293	  1.31596949	  0.09548200
  1294	  1.30244918	  0.05612939
  1295	  1.28059904	  0.07754448
  1296	  1.19804628	  0.07272271
  1297	  1.27186845	  0.07565762
  1298	  1.29890091	  0.08722091
  1299	  1.36025014	  0.05713685
  1300	  1.35514998	  0.07401582
  1301	  1.23788084	  0.07615245
  1302	  1.30072806	  0.10382463
  1303	  1.22446421	  0.06953616
  1304	  1.22172465	  0.10402108
  1305	  1.29292587	  0.09198666
  1306	  1.33172008	  0.06672090
  1307	  1.30502227	  0.07673676
  1308	  1.31948989	  0.08389957
  1309	  1.32364465	  0.07461083
  1310	  1.35071658	  0.03942741
  1311	  1.29299182	  0.05417947
  1312	  1.28942817	  0.07397350
  1313	  1.36797333	  0.08366126
  1314	  1.30855985	  0.07824035
  1315	  1.34069994	  0.05359769
  1316	  1.32247822	  0.04421165
  1317	  1.32155973	  0.05880602
  1318	  1.40485681	  0.06064866
  1319	  1.30094780	  0.07043887
  1320	  1.38830510	  0.06115075
  1321	  1.33577432	  0.06477837
  1322	  1.34961834	  0.09822643
  1323	  1.35175407	  0.08419861
  1324	  1.32752757	  0.06463978
  1325	  1.29808461	  0.05222842
  1326	  1.33282174	  0.06723017
  1327	  1.33524809	  0.07426129
  1328	  1.28384653	  0.15754181
  1329	  1.34647962	  0.13114838
  1330	  1.23440893	  0.06451475
  1331	  1.28592613	  0.07271447
  1332	  1.39637948	  0.08356733
  1333	  1.28948266	  0.07203534
  1334	  1.36162862	  0.07494177
  1335	  1.31322635	  0.07393180
  1336	  1.30540981	  0.04819715
  1337	  1.24661877	  0.07726300
  1338	  1.34223806	  0.05946007
  1339	  1.31936961	  0.10330397
  1340	  1.29254268	  0.05755756
  1341	  1.28483924	  0.04966252
  1342	  1.33940945	  0.05420326
  1343	  1.28103394	  0.06993219
  1344	  1.34556683	  0.05905219
  1345	  1.37300926	  0.05459828
  1346	  1.31993158	  0.07638706
  1347	  1.33018554	  0.08072863
  1348	  1.22996904	  0.05898287
  1349	  1.29156150	  0.05299537
  1350	  1.34704676	  0.06984938
  1351	  1.26943862	  0.06281613
  1352	  1.30303365	  0.08617133
  1353	  1.23176898	  0.09014866
  1354	  1.24748038	  0.10299737
  1355	  1.17776187	  0.07711193
  1356	  1.25573455	  0.06990790
  1357	  1.37536955	  0.07955230
  1358	  1.30073736	  0.05856015
  1359	  1.28419886	  0.08348196
  1360	  1.31200225	  0.07613012
  1361	  1.26932274	  0.10418541
  1362	  1.37714638	  0.12815559
  1363	  1.40779024	  0.09396746
